x1	x2	y
-2.5183626341	-0.1150221755	0
-1.7512404351	-0.3743702093	0
-1.6200342024	-0.0666536913	0
-2.2429016650	-1.0373576413	0
0.5056050717	-0.9103452375	0
-1.7755445200	1.2988940123	0
1.0541926952	-0.8284227079	0
-1.2603913345	0.2415162462	0
0.2223738270	-0.6978133322	0
-1.1734376281	0.5496606713	0
-0.6925739605	-0.2659825088	0
-1.0946271257	-0.9721981495	0
-1.1684142695	-0.1883644006	0
-0.8358310967	-0.3926756422	0
-0.6665719131	0.7160982222	0
-0.8900948684	0.2487293417	0
-0.9624134933	0.0000596749	0
-1.5102185785	0.2237952386	0
-1.0687920135	1.4800935054	0
0.1125299208	0.2728347138	0
-1.5395629274	-0.7865936953	0
-0.1577347405	0.1857917589	0
-0.6604873435	-1.2336085818	0
-0.3442019606	0.3213237027	0
-1.7851930670	-0.3334183888	0
-0.8135237765	0.0370996289	0
-1.2065962267	-0.0731772561	0
-1.1781749128	0.1078779869	0
0.0405019526	-1.8149015886	0
-1.1674784282	0.1248131301	0
-0.7907006427	-0.2629833225	0
-2.2421898850	0.2319278307	0
0.2214210499	-1.0846038008	0
-0.3891813537	-0.2323024131	0
-1.0433628608	-0.7445116768	0
-1.2364962275	0.9192703488	0
-0.5880005273	1.2249292833	0
-0.1674440691	0.3104811682	0
0.2331479294	0.3104150394	0
-0.4145239454	-0.2097073323	0
-0.9529450023	-0.4931531148	0
-0.3002584893	-0.8331864822	0
-0.4467947676	-0.1348106556	0
-0.1718032378	0.5309445537	0
0.2873912442	0.5167357396	0
-2.1116003251	-0.0473430426	0
-1.8287342335	-0.3664791911	0
0.0685998731	0.4508044809	0
-1.4942184456	-0.7168064240	0
-0.9768195598	-0.8602379313	0
-1.4745678413	0.2206240131	0
-0.1830710249	0.4304593651	0
-2.6201863492	0.2152197781	0
-0.9490645719	0.2926646275	0
0.1428328257	-1.4589297767	0
-1.4179732403	0.4178338679	0
-2.1183561249	1.0436535806	0
-0.7395325413	0.5986252772	0
-1.4037181347	0.5754178235	0
-0.2444765173	0.1646696272	0
-0.8342535393	0.1911615377	0
-1.6104772912	-0.1043185302	0
-1.1078497170	0.2711004013	0
-0.2930174950	-0.7484980417	0
-1.0883947330	1.0475472638	0
-1.5257962790	-0.5814185631	0
-0.8569479199	0.5970704941	0
-0.9919205586	0.9397170454	0
-0.3941551648	0.5952566778	0
-0.6081804643	1.6458992915	0
-1.1450712214	-1.4167041990	0
0.1343791378	-0.3236423714	0
-0.9237170062	0.9259921696	0
-2.1329685867	-0.8850482327	0
-2.1322744879	-0.5615391559	0
-0.6891299746	0.3706567783	0
-0.8046446543	-0.9989763367	0
-2.6334898053	0.0384337888	0
-1.3335960326	0.3248347944	0
-0.5036438308	0.0977514540	0
-0.4625047407	0.1620769170	0
-0.6251876522	-0.4982792427	0
-1.1270044487	0.1391417123	0
-0.4197987509	-0.2784170529	0
-0.6314790993	-0.1879764125	0
-1.0831148636	0.5865585397	0
-2.4093065037	-0.9167443748	0
-2.0480633455	-1.6501157830	0
-1.4796053851	0.5299297925	0
-1.2014434552	0.1398587082	0
-0.2298069219	0.9388158674	0
-1.0488879025	0.9571297614	0
-0.9348566151	-0.5921299626	0
-1.4203045198	-1.0468974078	0
-1.6280054706	-0.2531560279	0
-0.4317795835	1.2167680165	0
-1.9773499224	0.2777709666	0
-1.7357756755	0.3356615303	0
-1.0926922596	-1.2946459252	0
-0.3435949023	-0.4278001066	0
-1.3775244790	-0.7564291842	0
-1.4626481418	0.3025642322	0
-1.1338159568	0.2323991305	0
-0.7440826028	0.9338488123	0
-1.2423864118	-1.0442961771	0
-0.2453597922	-0.2343975344	0
-0.2118641242	0.2710885565	0
-1.0927282369	0.2466217998	0
0.3795742114	1.4686470165	0
-0.9509401289	0.1132718548	0
-0.2389832865	-0.5979726509	0
-0.7644836809	-0.0182877952	0
-0.7780333750	-0.5892807339	0
-2.1239939537	-1.4658206449	0
-1.7901098835	-0.3243324043	0
-1.2073177591	1.3698292917	0
-0.2179445882	-0.6803011525	0
-0.7541329954	-0.2878477814	0
-1.2010755982	0.1310450234	0
-0.5621799045	-0.2398919745	0
-0.2477433670	-0.8074722634	0
-0.9955176060	1.8368327074	0
-0.8422588012	1.0134356965	0
-0.9352854614	0.4106714225	0
-1.0401517818	-0.1204963562	0
-1.5511772885	0.3042690089	0
-1.6021277209	0.4706398341	0
-0.2325861996	0.2591768436	0
-1.2024084206	0.3210021396	0
-1.2182648107	0.6615317165	0
-2.2949996613	-0.2373102458	0
-2.4077166618	-1.0571676513	0
-0.0356037687	0.6329913712	0
-1.5087493519	-1.0624303825	0
-3.0962384443	-0.3843093592	0
0.7114918684	0.3075096174	0
-1.3956773580	0.3288613699	0
-2.1037642366	-0.2102393660	0
-0.9296588043	-0.0608823548	0
-0.4408156287	0.2437009766	0
-0.5274221406	-0.4867527087	0
-0.3651486365	1.1518323618	0
-1.6859993041	-0.6276956178	0
-0.0554578376	-0.1353006305	0
-0.0073483741	-0.3129200028	0
0.0288725939	0.0929745127	0
-0.8174046479	1.1064227238	0
-1.2558103578	-0.6654738160	0
-1.3171827933	0.3198484039	0
-2.1071588576	0.4507599981	0
-1.3809688522	0.8116261159	0
-2.6929976975	-0.5561859934	0
-2.1925130660	-0.5842324585	0
-0.8248737619	-0.1267323622	0
-1.1791649972	-0.1125607020	0
-0.8561827958	-0.7131426743	0
-0.5001818256	0.4685756013	0
-0.7277370633	0.3935285713	0
-0.7904008216	1.4390141326	0
-1.0615848790	-0.2171406261	0
-1.5328244619	-0.7299199343	0
-1.8799744400	-0.6284746073	0
-1.0499785772	0.2363823523	0
-0.9638371036	-0.5413151859	0
-0.3634733905	0.5228437147	0
-1.1128884008	-0.4616814334	0
-0.6122028982	0.1329173984	0
-2.0239806052	-0.0480693000	0
-0.8147127004	-0.6361802845	0
-0.8657604496	-1.0287148447	0
-0.0551737478	0.8824338970	0
-1.1785567195	0.2570010269	0
-2.7040721641	-0.8176612720	0
-1.2077330666	-0.7581125298	0
-0.4948454027	1.4123019209	0
-1.8319922470	-0.5921760520	0
-0.8335128621	1.1392311539	0
-1.8643491655	0.1760951308	0
0.2878527680	-1.1679700946	0
-1.9058527233	-0.2995351040	0
-1.3681115969	0.5745958810	0
-0.8291207734	-1.2550877087	0
-0.6355498090	-0.4083816636	0
-0.0988297306	-0.4437714028	0
-1.4501549837	0.3826378315	0
-0.4605295108	0.3168540989	0
-2.1918972935	0.3804478010	0
-1.7313662372	0.1663653340	0
-2.0067322739	0.3155974171	0
-1.5703515549	-0.9069596590	0
-0.4952529409	0.1708684799	0
-1.4341471598	1.0261384049	0
-1.3115883154	0.0227035540	0
-0.8098494776	-0.4381699841	0
-0.6668563321	-0.3772077721	0
-1.2910722490	0.9635338509	0
-1.7358054541	-1.7060933335	0
0.1391044732	1.8026470828	0
-1.2865686458	-1.3695513126	0
-1.2195453250	-0.2023901888	0
-1.1342964359	-0.7872842345	0
-0.5901883860	0.3708827218	0
-2.0567043476	0.4944067504	0
0.4514674704	0.1215943172	0
-1.2385249096	-0.1004114359	0
-0.5649477679	-1.2237696283	0
-0.8837582192	-0.2760997065	0
0.3066095971	-0.1231587212	0
0.1793746401	-0.7804625321	0
-0.5847450608	0.2258500924	0
-1.6145092021	0.1254379956	0
-0.1426197082	-0.2289553098	0
-2.1963982627	-0.0124187937	0
-1.6381094898	-0.2420715992	0
-1.0576912652	-1.2060782483	0
-2.1424429678	0.3408727284	0
-1.3696179347	-1.8135481161	0
-0.4450314595	0.1925945009	0
-1.5047857290	-0.9311395719	0
-0.4089945687	0.2470281942	0
0.6847542310	0.2971182075	0
-0.7258524797	-0.1180358713	0
-0.4224522456	0.4420019846	0
-0.1148967583	-0.3686309710	0
-1.3078795767	-0.3387771010	0
-0.4408187404	1.0595107275	0
-1.3244492242	-0.3003603834	0
-0.7779138652	-0.1737796232	0
-0.3267964058	-1.5922469919	0
-1.5845687447	-0.5532518955	0
-2.6407394711	-0.6813952786	0
-1.6471130954	-0.1422024649	0
-0.2130142708	-0.1732840483	0
-1.7288953717	-0.0402729423	0
-0.2581222176	-0.6901070970	0
-1.6438736752	0.3949537567	0
-1.1566496897	0.4578408155	0
-1.0096497390	0.4961511237	0
-1.7319107535	-0.0085451385	0
-1.1489803379	-0.8597647176	0
-2.1055458592	0.4848977930	0
-1.2481608093	-0.7228613194	0
-1.0680087785	0.7976297833	0
-2.6127251966	-1.0582833666	0
-1.6525792613	1.0332094852	0
-0.8001808281	0.5425752241	0
-1.8062155176	-0.7916314092	0
-0.6833478842	0.0412061746	0
-0.6119830601	-0.1327034303	0
-0.8033226849	0.1118070772	0
-0.4500354050	0.5706410286	0
-2.1454224719	-1.5890588346	0
-0.2916590363	0.8398484676	0
-1.7216894581	-1.3151022279	0
-0.9299718065	0.6582020220	0
0.2710912766	0.3650775143	0
-1.2628433968	-0.6315387190	0
-0.9919027140	-0.2116121015	0
-1.7177613995	1.4486890137	0
0.2623046827	0.8033077279	0
-1.6511395607	0.6045899623	0
-0.5477158284	0.3129270119	0
-0.1163532155	0.4492752437	0
-0.4767309153	0.4503607520	0
-0.7590240844	-1.2612035248	0
-0.9408709691	-0.3932871057	0
-1.9049842200	1.1892239362	0
0.2225843302	0.9611141036	0
-0.8195368623	0.9550361819	0
-0.9914771143	0.1433993297	0
-1.7732010211	0.2807152435	0
-0.9573007005	-0.9211141453	0
-1.0362018249	-0.0563773153	0
0.2710676905	0.6323043084	0
-0.9919068524	0.1759191938	0
-0.9687371276	-0.1434818546	0
-1.7653916114	-0.1068098070	0
-1.5275711367	-0.8841065962	0
-0.6385115882	0.2766658943	0
-2.2633929973	-0.0867511391	0
-0.2959327980	0.7489842886	0
-0.2746238120	0.0275157925	0
-1.5975372818	-0.7662907896	0
-0.7563275350	0.2681914843	0
-0.0897194414	0.7778030699	0
-1.0934997797	-0.8797864141	0
-1.2256424387	0.1536056509	0
-1.1428944332	-0.4086328426	0
-0.8211834325	-0.3563519364	0
-1.4441097868	0.2202304112	0
-1.2842516794	0.1726078688	0
-0.8068155828	-0.8056979734	0
-1.3402888621	1.0166618240	0
-1.8217143037	-1.4967007143	0
-2.3165233334	0.0205838406	0
-0.9781381830	-0.0831634334	0
-0.1414381383	-1.8899793526	0
-0.7200324725	1.1041035409	0
-1.7974614265	-0.2685637600	0
-1.5323749802	-0.6323981539	0
-1.2307020762	1.0093845241	0
0.2992285779	-0.2375449041	0
0.3470809959	0.0251563681	0
0.2400468171	-0.0659721078	0
-0.9073281225	0.2584294780	0
1.2477889931	0.6019498027	0
-1.5001115452	0.6851849650	0
-1.2558542406	-0.3463056754	0
-0.3575218170	0.0219808299	0
-0.8030170818	0.0098890452	0
-0.7619997887	0.3004962679	0
-2.3696424531	0.4713380541	0
-1.6943925910	-1.0198594993	0
-1.0413029866	0.0593835369	0
-1.4903829118	0.5876282619	0
-1.9490611617	-0.2877526843	0
-1.4135684670	-0.0329421748	0
-0.8028131733	-0.7126879394	0
-0.4878548073	0.0445494019	0
-2.3378080254	-1.3849332891	0
-1.0087110556	-0.1562474888	0
-1.0731290636	-0.0197865848	0
-0.8405051079	0.6700894653	0
-1.7856698100	-0.8287090607	0
-1.7730967139	0.2042949346	0
-0.1196892663	-0.3050030418	0
-2.7689689243	-1.2049049082	0
-1.5890459157	-0.3943738784	0
-1.2887743677	0.0272809737	0
-1.2204379445	0.7419951544	0
-1.4780164210	-0.6097508767	0
-0.6613838594	-1.0858629211	0
-0.7244463526	0.0725160516	0
-1.1042575845	1.1230808058	0
-1.4399671039	1.4568508076	0
-1.1594041064	-0.9029869879	0
-0.9505593901	-0.7610202794	0
-1.5315716578	0.2807449388	0
-0.6071441376	-0.4399389999	0
-0.3017991262	0.8184815850	0
0.0156187119	0.3743518102	0
-0.0359103120	-1.3299253225	0
-1.2247938763	-0.6130652961	0
-0.9156945851	-0.4040756180	0
-1.1174913368	1.3308986212	0
-1.1200100190	0.2925953535	0
-1.1642392183	0.0535373793	0
-0.9957455645	0.3170129872	0
-0.1760031394	1.1648834670	0
-0.7810655405	0.4168726009	0
-1.8137840987	-0.0621382405	0
-0.3351149431	0.6123322965	0
-0.8503693230	0.6267751796	0
-0.6529755321	0.8487446947	0
-0.7953921779	-0.2515166910	0
-0.7625243698	-2.0722431561	0
-0.7292588994	-2.5798174493	0
-2.2186726625	0.3194486413	0
-0.6623357674	-0.8219612731	0
-1.5035321827	0.9691188269	0
-1.3422609883	1.5859841626	0
-1.0013575412	0.2885251476	0
0.1433028515	0.0926501624	0
-1.7087642258	-0.0775890252	0
-1.0251805930	-0.9650180768	0
-1.1809005925	-0.5248090626	0
-0.3463803617	0.0244742909	0
-1.1999667919	-0.0750819632	0
-0.8422289078	0.4361535033	0
-1.7069032961	-0.7365136782	0
-0.2188738358	-0.2915661985	0
-2.0018586515	0.3138229764	0
-0.6723480680	-1.0823791385	0
-0.8377319228	0.5201357928	0
-0.7352688012	0.4468783928	0
-1.9929682019	0.2340807384	0
-1.2139844840	-0.3413841951	0
-0.3844242252	1.0460050377	0
0.2688112336	0.9297095619	0
-1.0775937840	0.2494108191	0
-0.4577743474	0.0856857497	0
-0.9075357560	0.5824814256	0
-1.0419191610	-0.5156837381	0
-1.2930767155	0.4482423268	0
-0.9978834235	0.2405647817	0
-0.5261824239	-0.2650529403	0
-0.4652517952	0.2678821739	0
-1.8731447073	1.0198634984	0
-1.3540800040	-1.1703291407	0
-1.7389574937	-0.7219879570	0
-0.9631078926	-0.1936415495	0
-1.2381761684	0.4381954621	0
-0.7596718273	0.2234795925	0
-0.7102075187	0.4356730019	0
-2.4905481024	-0.2576967595	0
-2.5416413210	0.0254982188	0
-1.0032760061	0.7393029615	0
-0.1602156673	0.1433836117	0
-1.3538087109	0.3430607126	0
-1.3732941413	-0.0009847533	0
-0.3026963231	-0.3944039011	0
-0.4302991707	0.4789951014	0
-1.6751397685	0.6886471422	0
-0.5060390001	0.0720724861	0
-1.5390440866	-0.6075504022	0
-1.3801848541	0.3836722244	0
-1.6757290361	0.3093678779	0
-1.8780537550	-0.1442982799	0
-0.9224673292	1.7289681065	0
-1.9739092399	1.0408714820	0
-0.8940454130	0.2907424515	0
-0.9163153879	0.3144693489	0
-1.1086717795	1.0281687435	0
-1.3227738415	0.8006107439	0
-1.4556363603	-0.0426044892	0
-1.7579919899	0.3217503583	0
0.0218583638	-0.0546990793	0
-1.1392192127	-0.7881532130	0
-1.1621343902	-1.1262756221	0
-1.6455022148	0.1603619511	0
-0.0673168234	1.9864120498	0
-1.4147782914	1.0149104738	0
-0.8276409682	-0.1069482367	0
-0.6941095297	0.0437815655	0
-0.9219384338	-0.2887351484	0
-1.9886128213	-1.0915078483	0
-0.5380861133	-0.1956565101	0
-1.4214985031	0.0060143863	0
-0.4378980134	0.1275365672	0
-1.4639008945	0.8671200647	0
0.1166527779	0.3497043647	0
-0.3115159285	0.8781983357	0
-0.2008991100	0.4342336925	0
-0.5769047455	0.3674555153	0
-1.7759349109	0.4954860959	0
-1.9587052530	-0.5618666630	0
-0.0782403008	0.5941253747	0
0.0517494170	-0.1921027990	0
-1.8147629693	-0.1700147725	0
-0.9278529778	0.0558534570	0
-0.1983668458	-0.2554567674	0
-0.7510740378	-0.6990649614	0
-0.6815775990	0.0021980769	0
-1.5301980961	-0.1667565412	0
-1.1302319193	-0.1910285239	0
0.2525274042	-0.0696118358	0
-1.1724605934	-1.4831217953	0
-1.6323000824	-0.1860210024	0
-1.4849710782	0.9770148089	0
-1.1166286195	0.9110676659	0
-0.9563682348	0.0263240556	0
-1.0627885703	0.0026843553	0
0.2153716021	-1.6402124746	0
-2.4153065687	-0.3840797780	0
-0.9897272362	0.4879775185	0
-0.6654768342	-0.2717028906	0
-0.2794272942	0.7284581555	0
-0.8698514594	0.6807016975	0
-0.8072106854	-0.3970284558	0
-0.5065689811	0.0782152891	0
-0.9990525853	1.0415354593	0
-2.7330283019	-1.0024540903	0
-1.8393855482	-0.2568640672	0
-1.1800351634	-1.0658401870	0
-1.6966119252	-0.6087069884	0
0.7376612398	1.2740239492	0
-1.2911508054	-0.2570922101	0
-1.8126099394	-1.3492519546	0
-1.0826467724	-0.7055879040	0
-1.0599983863	-1.1315164072	0
-1.5387973066	0.1050952270	0
-0.7410507101	0.2951972530	0
-1.9337267152	0.6043540756	0
-1.5658351171	0.4474981229	0
-1.0075226804	-0.9732529341	0
-1.2235855411	0.2583511796	0
-0.5665680228	-0.0996934983	0
0.0831312408	0.7124176983	0
-1.1814818661	0.5304162201	0
0.3673984868	1.3862719556	0
-1.8683270430	-0.6551578459	0
0.0499961436	-0.7483177074	0
-1.9351778037	-0.3437911668	0
-0.7028548441	-0.0724054056	0
-1.4600179476	-0.4767402036	0
-1.5036983687	-0.6219072225	0
0.6133580797	0.2103720959	0
-0.3729666594	-0.3458299942	0
-1.1314912274	-0.5045588590	0
-2.8750409454	-0.9743997042	0
-2.2803007468	-1.5908373656	0
-1.8452464367	0.9368851457	0
-1.0314211155	0.9125663879	0
-0.7093914329	0.5533526523	0
-1.6370303745	0.3704892727	0
-0.4847212235	-0.4077512107	0
-0.6043452096	0.4003552035	0
-1.3885923850	-0.7939171722	0
-1.8373051733	0.0611686553	0
-0.7687691043	-0.5604003890	0
-0.9812013249	0.4034306072	0
-0.5628731536	1.0973449565	0
-0.0970381941	-0.7080199620	0
0.1904752255	-0.3754570870	0
-0.2611633488	0.0480738043	0
-1.2914336204	-1.2782347079	0
-1.1213144286	-1.1026504602	0
-0.3160161509	1.0725343735	0
-1.5635011645	0.2135255598	0
-1.5129292642	-0.4444058146	0
-0.4523495429	-0.0272506663	0
0.2301169273	-0.3409898558	0
-0.2933625026	0.0688816849	0
-0.4372999730	-0.3161882118	0
-1.0350433901	-0.0816700408	0
-1.5911816554	0.4681623428	0
-0.5402045187	0.4197065498	0
0.0867988363	1.0248415372	0
-1.2651259328	0.2637878241	0
-1.4409522761	0.0165147024	0
-1.4240869025	1.1455627016	0
-0.7428265716	-0.1541698750	0
-0.1559842137	-1.5348568756	0
-2.4241856028	0.5627429098	0
-0.9572423503	0.1770922772	0
-1.9379036792	-0.0164287145	0
0.4166950903	0.5827971402	0
-0.8799993511	-0.3104579971	0
-1.2790051392	-1.5055702659	0
-0.8178207113	0.5978468394	0
-2.1141311108	-0.4676923697	0
-1.8184510904	-0.6826063761	0
-0.9621827790	-1.4738948985	0
-0.5656452076	0.5330560320	0
-1.1775563428	-1.7541258096	0
-1.7045743673	0.8717933181	0
-2.9643385940	-0.2457361614	0
-1.8343865523	0.5689171162	0
-1.4773776536	0.2856386273	0
-0.6001591031	1.2984077431	0
-1.1435016246	0.2659035238	0
-2.0500927997	0.8417495030	0
-1.5377609636	-0.3965130720	0
-1.0157315666	-1.1051261188	0
-0.8382351612	0.6841019622	0
-0.7928645070	-1.1235202422	0
-1.0875463916	0.5246936691	0
-2.3279385914	-0.7599743366	0
-0.3801900735	0.1909863131	0
-0.7086921006	1.3148613881	0
-0.6686831530	0.4651970734	0
0.9167865444	-0.1511826529	0
-1.5641883127	0.3024977342	0
-0.6895864662	-0.3724440254	0
-1.7300149334	1.6333066543	0
-0.7688867657	-0.5178039590	0
-0.3523394722	-0.0771772768	0
-1.1788141855	0.3975869606	0
-1.9134987124	0.2493450871	0
0.3526633167	0.3296373862	0
-1.2660221297	-0.3585775826	0
-1.2901541777	-0.1795787318	0
-1.2671495613	0.6479300337	0
-2.2255639101	0.6095260810	0
-1.2684789167	0.2665423354	0
-1.7969007936	0.9394840371	0
-0.1192030728	0.6785329679	0
-2.0710933738	0.5862771318	0
-0.7137242221	-1.1350981845	0
-1.0171808448	0.2577648092	0
-0.6067954030	0.1253427146	0
-0.7940682903	1.0420006083	0
-0.1330631083	-2.0273139999	0
-1.2244629547	-0.1164258581	0
-2.2389207821	0.0665974791	0
-0.1169949111	-0.7683195017	0
-0.7621286151	-0.6475849912	0
-1.4751135483	1.0446750572	0
-1.3836463138	0.3268335853	0
-2.3231510189	1.3168573764	0
-0.5738603685	-0.1290468763	0
-0.5930271599	-0.9968928785	0
-0.1638244935	-0.2290918318	0
-1.1442989379	-0.3476530194	0
-1.4105825444	0.4912063002	0
-0.8190465309	0.4608555304	0
-1.0062187846	0.3628870665	0
-1.2961707871	1.5766585053	0
-2.1086942299	0.8916173321	0
-0.0327433656	-0.6025672703	0
0.5763344871	0.7039179297	0
-0.3133010228	0.0198146785	0
-1.1536020895	-0.1480744016	0
-0.7238531671	0.9907883168	0
-0.8717914870	-0.6444879666	0
-0.4170420336	0.6513519393	0
-0.5370858081	0.5271473322	0
-1.1915751180	-0.6568945397	0
-1.6139054622	-1.1564471534	0
-0.8324520300	-0.0590072005	0
-1.3111182895	-2.0899381133	0
-1.8819866411	0.7925540252	0
-1.4699615516	0.2549768205	0
-1.9833630980	1.0173184027	0
-1.1018429351	0.2050895312	0
0.6445746624	1.0722850784	0
-1.2167746297	-0.4194700155	0
-1.2301950852	0.3605525092	0
-1.0744046989	-0.2794798152	0
0.0374538116	-0.0807585890	0
0.6260550416	0.0641646822	0
0.2624107431	0.2526629868	0
-0.3190840486	-0.5123773883	0
-1.6036989358	0.3250611981	0
-0.3009872987	0.0284656456	0
-1.9096174505	-0.9618479150	0
-2.0091378277	-1.2498975826	0
-0.9225821599	0.7955261862	0
-1.0094863939	-1.5983546032	0
-1.1348880151	-0.1151162745	0
0.4820949296	-1.0303520993	0
-1.2762507821	1.2062199981	0
-0.6818172634	0.3983224942	0
-0.9189765676	0.2333053136	0
-0.4501470280	-0.5723932654	0
-0.3791188246	-0.9708597438	0
-0.7678087797	0.1263889472	0
-1.4357850219	-0.0160409120	0
-1.4402023635	-0.7578072756	0
-1.2500433817	-0.7806378504	0
-0.7717477242	-0.8132332519	0
-0.4965562190	-0.8354318608	0
-1.4004309750	-0.4416613055	0
-0.0629797619	0.2335502603	0
-1.1497184076	0.3526478987	0
-2.4900099981	-0.0305000537	0
0.4124558206	0.0935831121	0
-0.9519781375	0.3875852942	0
-0.3667114592	-1.4124222437	0
-2.1895844634	0.1486983980	0
-1.5054940646	0.9277419600	0
-1.2228619483	-1.3679198016	0
-1.8966212392	-1.9443145595	0
-1.1655517551	-0.1332076939	0
-1.3001404604	0.7628826846	0
-0.1525184962	-0.1204828096	0
-2.5094563680	0.4364839915	0
-0.6073010164	0.2187728773	0
-0.3059890137	-0.8236578459	0
0.4204045553	-0.6784178703	0
-0.4702193876	-1.1931349969	0
-1.6577964687	1.0722345529	0
-1.1844840341	0.5939149698	0
-0.8324472378	-0.0742166238	0
-0.0356121867	-0.1673430597	0
-2.2591719914	-0.5679765159	0
-0.6102485909	0.2796671711	0
-2.1080775153	-0.5121875074	0
-1.4113391108	-0.2584260283	0
-1.9729178288	-0.4443254717	0
-1.5152054150	0.5455563999	0
-0.4278648342	-0.1031035637	0
-1.2772139982	0.0989414299	0
-1.5774057958	-0.8109327422	0
-1.6648367926	-0.4488806930	0
-1.8227002136	0.1145934132	0
-0.4840130987	-1.1222479709	0
-0.9822313179	-0.1555180923	0
-0.7585168926	-0.0091490907	0
-2.0278499080	-0.8926440337	0
-0.9791943902	0.7274579647	0
-2.5656669049	0.2444656090	0
-0.1588102130	-0.1082056348	0
-0.6109480840	-0.4971449147	0
-1.0844046490	-1.1461589405	0
-2.6577010508	0.6666360911	0
-1.6964965928	-0.3221068282	0
-1.9803627190	-0.9969991383	0
-1.1229218166	-0.5158889814	0
-0.7327341442	0.3199929848	0
-0.7731250393	0.1687162373	0
0.1156505968	-0.7549027936	0
-1.0388448164	0.8009326531	0
-0.1058353257	-1.0053387177	0
-1.2208686509	0.9603366366	0
